Nodes in the graph: 1032
b65c813b7f332beebebda3afe9d3b19fe1b7cf20 has a rank of 0.7590576923076925
f6d0a4f09e1beecd501b7d2f38b56e1e8265decc has a rank of 0.873517676767677
2f70c574fa7551c6898b3c07ff576edb9c3c092d has a rank of 0.8881883480110027
b18da224a08f041bb7fa2e41c494627aa9ec6dd5 has a rank of 1.0719026052449967
2ab22477db7a9ab43e4192d254e8b4548363e47f has a rank of 1.1970684523809525
d1ff93f19cbc1d986cfe516bfc33da8729e96aae has a rank of 1.2090046074094989
973ec365a84307098c1661ef8ec3e1dd8adb701a has a rank of 1.3320490421414335
3b606c1a20e46016c03f809430ada68efb130ca4 has a rank of 1.335711470721625
8119987590a34d75fdfd8b2c29586654dda092f7 has a rank of 1.5895852975526887
672b19038148fbb792fbb4a77feb34dcfd1f4954 has a rank of 1.9332298065524602
f1c5bc024db5ca6dc0c7cb7510d7b91e59b540b5 has a rank of 2.14773097826087
5d594cbf10beb5621dc257418b0187371fffba79 has a rank of 2.3528067287244916
e953e727fdb1adb6fbf34f77a2dfa0dffc50b861 has a rank of 2.875601018673673
760a507057e19d80278e924ae409ad24f9b32bab has a rank of 2.989914177736831
2441e6f9c1714dc3f4e91eb1516470c900e66051 has a rank of 2.9981228718205255
0abd00d3859c7bcb1259f76100a8d0b1add0f552 has a rank of 3.348074565959719
cecc5c49f88def7e7c6cf05b4c19c5f274eea3c7 has a rank of 3.5110583321934863
a3280f7595059018f79dcc4cda9e9f3cd4022a57 has a rank of 3.61882102016341
7537a84a6af6b095b6619456d02decd81a801af4 has a rank of 3.62141369047619
a3e4fa1ba0751dd5b55509258f8eb80b2e69996c has a rank of 3.7115110660538275
7ff5c5518169601ce405c248bd0f804ebbd6efc8 has a rank of 3.8204153216952124
0a0918d90c1daf9d5ba877cabcf052b68b4815ff has a rank of 4.732564845607609
015e6a009ffebad95dc5d352fa84db0c1ed39b2c has a rank of 5.400356179273946
86f4e65c8a3968deae00279411351cd2d1363321 has a rank of 5.972444208569211
27a4764570c264642ef66a12ff500a46752f892a has a rank of 6.962695445080604
9cefca17fdcdc8e90b59a0cd74f58b0b53a6cff6 has a rank of 7.878679419439579
144c91107fc3b217fb1aa6182b242cae2a31631f has a rank of 8.684397617907775
066c2e83f87b6ef3d63834b8fb46c7039e43c539 has a rank of 8.81911144484172
24e29f76a05c380e0d6a1be725646f6bd44848eb has a rank of 10.16113934766925
75ce07627583455a58982b25997f2cf85d6f9303 has a rank of 10.999635109582774
085edf0279b8f5c2c7685b8c1f23faaf5cdd991e has a rank of 11.002168297885698
